EventNameEnglish,EventNameFrench,IsGeneralElection,ElectoralDistrictNumber,ElectoralDistrictNameEnglish,ElectoralDistrictNameFrench,ReturningOfficerName,ReturningOfficeCity,PollingDate,ResignedMPPName,NameOfCandidates,PoliticalInterestCode,TotalValidBallotsCast,PercentOfTotalValidBallotsCast,Plurality,IsMemberOfPreviousLegislature
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,085,Perth—Wellington,Perth—Wellington,TIM DOHERTY,STRATFORD,2022-Jun-02,Randy Pettapiece,ASHLEY FOX,LIB,6708,0.16126162944443108,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,042,Huron—Bruce,Huron—Bruce,JACQUIE BISHOP,HURON EAST,2022-Jun-02,Lisa Thompson,MATT KENNEDY,NBO,3384,0.07216582785976285,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,046,Kingston and the Islands,Kingston et les Îles,ELIZABETH MCIVER,KINGSTON,2022-Jun-02,Ian Arthur,GARY BENNETT,PCP,11973,0.24560503805206260,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,096,Scarborough North,Scarborough-Nord,NATASHA BECKFORD,TORONTO,2022-Jun-02,Raymond Cho,RAYMOND CHO,PCP,12646,0.48309584749971348,4896,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,099,Simcoe—Grey,Simcoe—Grey,DARLENE MACARTNEY,CLEARVIEW,2022-Jun-02,Jim Wilson,TED CRYSLER,LIB,11687,0.22098475967174677,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,066,Nepean,Nepean,NORMAN POWROZ,OTTAWA,2022-Jun-02,Lisa MacLeod,TYLER WATT,LIB,15029,0.34456748515487080,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,077,Oshawa,Oshawa,JAMIE NORTON,OSHAWA,2022-Jun-02,Jennifer French,ALEX DOWN,PCP,16423,0.40243573721483006,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,101,Spadina—Fort York,Spadina—Fort York,KHADIJAH SULEMAN,TORONTO,2022-Jun-02,Chris Glover,JAN OSKO,SNS,95,0.00280591901231650,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,118,Windsor—Tecumseh,Windsor—Tecumseh,MARK MOORE,TECUMSEH,2022-Jun-02,Percy Hatfield,GIOVANNI ABATI,IND,147,0.00381313065808928,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,002,Algoma—Manitoulin,Algoma—Manitoulin,PAULINE CLARK,HURON SHORES,2022-Jun-02,Michael Mantha,RON KOSKI,NBO,1302,0.05314502632760520,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,035,Haliburton—Kawartha Lakes—Brock,Haliburton—Kawartha Lakes—Brock,KIRK WILLIAMS,KAWARTHA LAKES,2022-Jun-02,Laurie Scott,GENE BALFOUR,LTN,518,0.01058741773290275,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,054,London North Centre,London-Centre-Nord,EDWARD THOMPSON,LONDON,2022-Jun-02,Terence Devin Kernaghan,TOMMY CALDWELL,NBO,1200,0.02785192062202622,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,039,Hamilton West—Ancaster—Dundas,Hamilton-Ouest—Ancaster—Dundas,WARREN ODA,HAMILTON,2022-Jun-02,Sandy Shaw,FRANK THIESSEN,ONP,464,0.01030721727347446,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,118,Windsor—Tecumseh,Windsor—Tecumseh,MARK MOORE,TECUMSEH,2022-Jun-02,Percy Hatfield,STEVEN GIFFORD,ONP,1219,0.03162045083136624,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,043,Kanata—Carleton,Kanata—Carleton,RICHARD DEROUIN,OTTAWA,2022-Jun-02,Merrilee Fullerton,PAT FREEL,GPO,2503,0.05492769207136430,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,078,Ottawa Centre,Ottawa-Centre,DAVID ALLSTON,OTTAWA,2022-Jun-02,Joel Harden,STUART RYAN,COM,153,0.00274286943582940,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,117,Willowdale,Willowdale,MAY LYNNE FONG,TORONTO,2022-Jun-02,Stan Cho,GIAN PIETRO ARELLA,ONP,338,0.01070195991514422,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,019,Davenport,Davenport,ROCCO D'AMICO,TORONTO,2022-Jun-02,Marit Stiles,NUNZIO VENUTO,LTN,375,0.01057142051701293,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,017,Carleton,Carleton,JUDY COSBY,OTTAWA,2022-Jun-02,Goldie Ghamari,ETHAN FERGUSON,ONP,494,0.01066816395283548,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,085,Perth—Wellington,Perth—Wellington,TIM DOHERTY,STRATFORD,2022-Jun-02,Randy Pettapiece,SANDY WILLIAM MACGREGOR,ONP,985,0.02367959227828929,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,078,Ottawa Centre,Ottawa-Centre,DAVID ALLSTON,OTTAWA,2022-Jun-02,Joel Harden,JOSH RACHLIS,IND,58,0.00103978057044513,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,003,Aurora—Oak Ridges—Richmond Hill,Aurora—Oak Ridges—Richmond Hill,DEBBIE WONG,AURORA,2022-Jun-02,Michael Parsa,ROSARIA WISEMAN,NBO,649,0.01993304462667772,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,055,London West,London-Ouest,KAREN MAZEREEUW,LONDON,2022-Jun-02,Peggy Sattler,KRISTOPHER HUNT,NBO,1277,0.02560041698408243,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,106,Thunder Bay—Superior North,Thunder Bay—Supérieur-Nord,JULIO GOMES,THUNDER BAY,2022-Jun-02,Michael Gravelle,PENG YOU,PCP,7604,0.30867906145977104,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,048,Kitchener—Conestoga,Kitchener—Conestoga,KRISTINE FLETCHER,WILMOT,2022-Jun-02,Mike Harris,ELISABETH PERRIN SNYDER,ONP,501,0.01332836734150948,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,014,Bruce—Grey—Owen Sound,Bruce—Grey—Owen Sound,LINDA VAN AALST,OWEN SOUND,2022-Jun-02,Bill Walker,VINCE GRIMALDI,NBO,1130,0.02702638061754083,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,023,Dufferin—Caledon,Dufferin—Caledon,SHARON BLEMANO,ORANGEVILLE,2022-Jun-02,Sylvia Jones,LILY NGUYEN,ONP,589,0.01276909402302339,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,090,St. Catharines,St. Catharines,JOSEPH HENRIQUES,ST. CATHARINES,2022-Jun-02,Jennie Stevens,JENNIE STEVENS,NDP,17128,0.39706973293768545,2277,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,102,Stormont—Dundas—South Glengarry,Stormont—Dundas—South Glengarry,ALLEN FOURNIER,CORNWALL,2022-Jun-02,Jim McDonell,WENDY STEPHEN,NDP,4982,0.13795204075981613,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,027,Essex,Essex,HEATHER KENNEDY,ESSEX,2022-Jun-02,Taras Natyshak,MANPREET BRAR,LIB,4186,0.08581385813858138,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,097,Scarborough—Rouge Park,Scarborough—Rouge Park,MICHAEL PINTO,TORONTO,2022-Jun-02,Vijay Thanigasalam,VIJAY THANIGASALAM,PCP,15989,0.45279225192569098,6205,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,104,Thornhill,Thornhill,ANDREA PRONMAN,VAUGHAN,2022-Jun-02,Gila Martow,JASLEEN KAMBO,NDP,2698,0.07815306181565378,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,031,Flamborough—Glanbrook,Flamborough—Glanbrook,SUSAN CURTIS,HAMILTON,2022-Jun-02,Donna Skelly,DONNA SKELLY,PCP,20306,0.46201451616573001,10311,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,102,Stormont—Dundas—South Glengarry,Stormont—Dundas—South Glengarry,ALLEN FOURNIER,CORNWALL,2022-Jun-02,Jim McDonell,CLAUDE TARDIF,NBO,1538,0.04258736224178988,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,063,Mississauga—Lakeshore,Mississauga—Lakeshore,MARIJKA STADNYK,MISSISSAUGA,2022-Jun-02,Rudy Cuzzetto,JULIA KOLE,NDP,3647,0.08503147586850081,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,099,Simcoe—Grey,Simcoe—Grey,DARLENE MACARTNEY,CLEARVIEW,2022-Jun-02,Jim Wilson,KEITH NUNN,NDP,5849,0.11059637711303558,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,018,Chatham-Kent—Leamington,Chatham-Kent—Leamington,RITA DRURY,CHATHAM-KENT,2022-Jun-02,Rick Nicholls,RHONDA JUBENVILLE,NBO,1463,0.03967995660428532,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,087,Pickering—Uxbridge,Pickering—Uxbridge,SANDI SULLIVAN,PICKERING,2022-Jun-02,Peter Bethlenfalvy,JULIA RONDINONE,GPO,2266,0.05241487786824574,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,023,Dufferin—Caledon,Dufferin—Caledon,SHARON BLEMANO,ORANGEVILLE,2022-Jun-02,Sylvia Jones,KAY SAYER,BEN,79,0.00171266286556680,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,022,Don Valley West,Don Valley-Ouest,NASIR ADDETIA,TORONTO,2022-Jun-02,Kathleen Wynne,MARK SAUNDERS,PCP,14208,0.38650707290533188,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,092,Sault Ste. Marie,Sault Ste. Marie,BRIAN STINSON,SAULT STE. MARIE,2022-Jun-02,Ross Romano,MICHELE MCCLEAVE-KENNEDY,NDP,10029,0.37304716560035708,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,029,Etobicoke—Lakeshore,Etobicoke—Lakeshore,WENDY GIBBS,TORONTO,2022-Jun-02,Christine Hogarth,BILL DENNING,IND,186,0.00387774673727223,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,062,Mississauga—Erin Mills,Mississauga—Erin Mills,MONICA KEFENTSE,MISSISSAUGA,2022-Jun-02,Sheref Sabawy,IMRAN MIAN,LIB,13954,0.37475493487310326,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,063,Mississauga—Lakeshore,Mississauga—Lakeshore,MARIJKA STADNYK,MISSISSAUGA,2022-Jun-02,Rudy Cuzzetto,RENATA CYNARSKA,NBO,1014,0.02364187456283515,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,113,Vaughan—Woodbridge,Vaughan—Woodbridge,MAYA KRYMCHAKOVA,VAUGHAN,2022-Jun-02,Michael Tibollo,WALID OMRANI,MOD,27,0.00075087602202569,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,056,Markham—Stouffville,Markham—Stouffville,LINDA JANKOWSKI,MARKHAM,2022-Jun-02,Paul Calandra,KELLY DUNN,LIB,15512,0.35477894929442170,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,059,Milton,Milton,MARIELENA LAFEE PEREZ,MILTON,2022-Jun-02,Parm Gill,SAMEERA ALI,LIB,15086,0.38754591928481516,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,036,Hamilton Centre,Hamilton-Centre,RYAN LEVERTON,HAMILTON,2022-Jun-02,Andrea Horwath,SARAH BOKHARI,PCP,4800,0.16468247160942807,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,073,Northumberland—Peterborough South,Northumberland—Peterborough-Sud,ANN MACDONALD,COBOURG,2022-Jun-02,David Piccini,JOSHUA CHALHOUB,NBO,1170,0.02255595612191783,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,091,Sarnia—Lambton,Sarnia—Lambton,RYAN WILLIAMS,SARNIA,2022-Jun-02,Bob Bailey,MARK RUSSELL,LIB,4200,0.10452701525596675,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,040,Hastings—Lennox and Addington,Hastings—Lennox and Addington,CAROL MALESKA,GREATER NAPANEE,2022-Jun-02,Daryl Kramp,DEREK SLOAN,ONP,2807,0.07351246595432641,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,068,Niagara Centre,Niagara-Centre,TONY VERRELLI,WELLAND,2022-Jun-02,Jeff Burch,TERRY FLYNN,LIB,5492,0.13327509221510386,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,033,Guelph,Guelph,SUSAN DICKERT,GUELPH,2022-Jun-02,Mike Schreiner,PAUL TAYLOR,NAP,202,0.00369706065375745,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,028,Etobicoke Centre,Etobicoke-Centre,MARTIN RILEY,TORONTO,2022-Jun-02,Kinga Surma,CATHY HABUS,NBO,1117,0.02463010738462216,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,081,Ottawa West—Nepean,Ottawa-Ouest—Nepean,PATRICIA DIMILLO,OTTAWA,2022-Jun-02,Jeremy Roberts,CHANDRA PASMA,NDP,15696,0.37537666810159276,1086,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,003,Aurora—Oak Ridges—Richmond Hill,Aurora—Oak Ridges—Richmond Hill,DEBBIE WONG,AURORA,2022-Jun-02,Michael Parsa,REZA POURZAD,NDP,2501,0.07681439847661168,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,058,Markham—Unionville,Markham—Unionville,SUSAN MENARD,MARKHAM,2022-Jun-02,Billy Pang,TRINA KOLLIS,NBO,536,0.01513183897013155,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,030,Etobicoke North,Etobicoke-Nord,CHRIS RYBAK,TORONTO,2022-Jun-02,Doug Ford,ANDY D'ANDREA,ONP,782,0.03115165518065569,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,101,Spadina—Fort York,Spadina—Fort York,KHADIJAH SULEMAN,TORONTO,2022-Jun-02,Chris Glover,CHRIS GLOVER,NDP,15595,0.46061375786395723,6132,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,103,Sudbury,Sudbury,JOE SHAW,GREATER SUDBURY,2022-Jun-02,Jamie West,SHELDON PRESSEY,NBO,724,0.02461747704862291,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,100,Simcoe North,Simcoe-Nord,GRACE ISGRO-TOPPING,ORILLIA,2022-Jun-02,Jill Dunlop,WILLIAM JOSLIN,LTN,318,0.00687344644980006,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,072,Nipissing,Nipissing,RONALD ROY,NORTH BAY,2022-Jun-02,Vic Fedeli,VIC FEDELI,PCP,15392,0.50203855311654000,6727,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,122,York South—Weston,York-Sud—Weston,JEROME SCHRIER,TORONTO,2022-Jun-02,Faisal Hassan,NADIA GUERRERA,LIB,7377,0.24240930599369085,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,008,Brampton Centre,Brampton-Centre,MALCOLM CHING,BRAMPTON,2022-Jun-02,Sara Singh,SARA SINGH,NDP,6522,0.26660671217757429,0,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,070,Niagara West,Niagara-Ouest,ROBERT CIARLO,WEST LINCOLN,2022-Jun-02,Sam Oosterhoff,JIM TORMA,PPR,80,0.00191405876160398,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,039,Hamilton West—Ancaster—Dundas,Hamilton-Ouest—Ancaster—Dundas,WARREN ODA,HAMILTON,2022-Jun-02,Sandy Shaw,SYAM CHANDRA,GPO,2416,0.05366861407912566,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,048,Kitchener—Conestoga,Kitchener—Conestoga,KRISTINE FLETCHER,WILMOT,2022-Jun-02,Mike Harris,KAREN MEISSNER,NDP,10851,0.28867487828886110,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,110,Toronto—Danforth,Toronto—Danforth,DIANE STEVENSON,TORONTO,2022-Jun-02,Peter Tabuns,COLLEEN MCCLEERY,PCP,5556,0.13444971445165037,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,009,Brampton East,Brampton-Est,AMANPREET WARAICH,BRAMPTON,2022-Jun-02,Gurratan Singh,HARDEEP GREWAL,PCP,12869,0.44320843091334894,3852,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,046,Kingston and the Islands,Kingston et les Îles,ELIZABETH MCIVER,KINGSTON,2022-Jun-02,Ian Arthur,SHELLEY JOANNE GALLOWAY,IND,130,0.00266672136864345,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,017,Carleton,Carleton,JUDY COSBY,OTTAWA,2022-Jun-02,Goldie Ghamari,TOM DAWSON,LIB,12452,0.26890683712693819,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,015,Burlington,Burlington,MARY-ELLEN HEIMAN,BURLINGTON,2022-Jun-02,Jane McKenna,SEBASTIAN ALDEA,ONP,633,0.01205255140898705,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,050,Lambton—Kent—Middlesex,Lambton—Kent—Middlesex,KIM LEE,CHATHAM-KENT,2022-Jun-02,Monte McNaughton,DEAN EVE,NAP,300,0.00707563857638151,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,060,Mississauga Centre,Mississauga-Centre,SHALINI ALLELUIA,MISSISSAUGA,2022-Jun-02,Natalia Kusendova,SUMIRA MALIK,LIB,12260,0.36317317376621837,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,021,Don Valley North,Don Valley-Nord,DENISE DAVIS,TORONTO,2022-Jun-02,Vincent Ke,EBRAHIM ASTARAKI,NDP,3133,0.09874558749369641,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,019,Davenport,Davenport,ROCCO D'AMICO,TORONTO,2022-Jun-02,Marit Stiles,PAUL SPENCE,PCP,4994,0.14078313083190031,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,071,Nickel Belt,Nickel Belt,PAULINE RENAUD,GREATER SUDBURY,2022-Jun-02,France Gélinas,FRANCE GÉLINAS,NDP,15611,0.50772433082902396,6430,1
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,093,Scarborough—Agincourt,Scarborough—Agincourt,LYNDA ROBINSON,TORONTO,2022-Jun-02,Aris Babikian,JACQUELINE SCOTT,GPO,628,0.02193043721190110,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,049,Kitchener South—Hespeler,Kitchener-Sud—Hespeler,CHRISTOPHER GRAVES,KITCHENER,2022-Jun-02,Amy Fee,DAVID WEBER,GPO,3993,0.11575255102040816,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,111,Toronto—St. Paul's,Toronto—St. Paul's,SCOTT SIMA,TORONTO,2022-Jun-02,Jill Andrew,MARGARITA SHARAPOVA,MOD,87,0.00206263780554304,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,111,Toronto—St. Paul's,Toronto—St. Paul's,SCOTT SIMA,TORONTO,2022-Jun-02,Jill Andrew,CHRISTIAN IVANOV MIHAYLOV,ONP,242,0.00573745228668294,0,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,010,Brampton North,Brampton-Nord,CYRIL MACDONALD,BRAMPTON,2022-Jun-02,Kevin Yarde,GRAHAM MCGREGOR,PCP,13509,0.44992506244796003,4870,0
2022 Provincial General Election_10_27_2022,Élection générale provinciale de 2022_10_27_2022,1,080,Ottawa—Vanier,Ottawa—Vanier,RACHEL CRETE,OTTAWA,2022-Jun-02,Lucille Collard,BLAKE HAMILTON,NAP,210,0.00543014506244666,0,0
